# A	A0002,A0004,A0005,A0006,A0010,A0011,A0016,A0022,A0033,A0035,A0036,A0039,A0048,A0051,A0052,A0069,A0070,A0077,A0115,A0117,A0130,A0135,A0141,A0145,A0147,A0149,A0154,A0160,A0181,A0196,A0197,A0205,A0220,A0222,A0229,A0231,A0237,A0245,A0251,A0258,A0271,A0275
# B	B0026,B0028,B0044,B0061,B0102,B0103,B0104,B0110,B0111,B0119,B0120,B0123,B0133,B0153,B0155,B0161,B0163,B0166,B0167,B0171,B0173,B0174,B0175,B0177,B0183,B0186,B0189,B0195,B0206,B0213,B0221,B0227,B0235,B0238,B0240,B0247,B0253,B0259,B0264,B0266,B0269,B0277
# C	C0003,C0007,C0019,C0021,C0027,C0034,C0041,C0043,C0046,C0047,C0049,C0073,C0074,C0076,C0079,C0080,C0083,C0112,C0116,C0127,C0129,C0137,C0138,C0146,C0148,C0168,C0185,C0188,C0192,C0194,C0198,C0209,C0211,C0215,C0249,C0252,C0254
# D	D0001,D0009,D0012,D0013,D0014,D0017,D0018,D0020,D0023,D0025,D0037,D0038,D0040,D0042,D0045,D0050,D0065,D0066,D0067,D0068,D0071,D0072,D0075,D0081,D0108,D0118,D0121,D0126,D0139,D0170,D0201,D0210,D0223,D0224,D0236,D0244,D0250,D0256,D0262,D0263,D0278
# E	E0105,E0122,E0124,E0128,E0131,E0132,E0134,E0136,E0150,E0151,E0157,E0158,E0165,E0169,E0182,E0184,E0187,E0193,E0199,E0202,E0203,E0208,E0214,E0217,E0218,E0225,E0226,E0228,E0230,E0233,E0234,E0239,E0242,E0243,E0246,E0248,E0255,E0260,E0261,E0265
# F1	F10029,F10030,F10031,F10032,F10053,F10054,F10055,F10056,F10057,F10058,F10059,F10060,F10062,F10063,F10064,F10078,F10082,F10084,F10085,F10086,F10087,F10088,F10089,F10090,F10091,F10092,F10093,F10094,F10095,F10096,F10140,F10142,F10143,F10144,F10267,F10268,F10274,F10276,F10279,F10281,F10282,F10283,F10284,F10286,F10287,F10288
# F2	F20024,F20097,F20106,F20107,F20113,F20162,F20172,F20176,F20178,F20180,F20190,F20191,F20207,F20212,F20219
# G	G0098,G0099,G0100,G0101,G0109,G0152,G0179
# Locus ID	Chr	BP	Pop ID	N	Haplotype Cnt	Gene Diversity	Smoothed Gene Diversity	Smoothed Gene Diversity P-value	Haplotype Diversity	Smoothed Haplotype Diversity	Smoothed Haplotype Diversity P-value	HWE P-value	HWE P-value SE	Haplotypes
6109	un	127715	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	A:75;G:3
6109	un	127715	F1	90	2	0.24994	0.00000	0.00000	0.24994	0.00000	0.00000	0.00000	0.00000	A:77;G:13
6109	un	127715	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
6109	un	127715	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
6129	un	128383	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
6129	un	128383	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:82;T:2
6129	un	128383	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;T:4
6129	un	128383	D	78	2	0.05062	0.00000	0.00000	0.05062	0.00000	0.00000	0.00000	0.00000	C:76;T:2
6129	un	128383	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	C:77;T:3
6129	un	128383	F1	90	2	0.23371	0.00000	0.00000	0.23371	0.00000	0.00000	0.00000	0.00000	C:78;T:12
6129	un	128383	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
6129	un	128383	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;T:4
6134	un	129109	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
6134	un	129109	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;G:2
6134	un	129109	C	70	2	0.10932	0.00000	0.00000	0.10932	0.00000	0.00000	0.00000	0.00000	A:66;G:4
6134	un	129109	D	82	2	0.07136	0.00000	0.00000	0.07136	0.00000	0.00000	0.00000	0.00000	A:79;G:3
6134	un	129109	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;G:3
6134	un	129109	F1	90	2	0.23371	0.00000	0.00000	0.23371	0.00000	0.00000	0.00000	0.00000	A:78;G:12
6134	un	129109	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
6134	un	129109	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
6170	un	129845	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
6170	un	129845	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;G:2
6170	un	129845	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;G:4
6170	un	129845	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;G:2
6170	un	129845	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	C:77;G:3
6170	un	129845	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	C:80;G:12
6170	un	129845	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
6170	un	129845	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
6202	un	130545	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:82
6202	un	130545	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:2;T:82
6202	un	130545	C	72	2	0.08099	0.00000	0.00000	0.08099	0.00000	0.00000	0.00000	0.00000	C:3;T:69
6202	un	130545	D	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	C:2;T:78
6202	un	130545	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:4;T:76
6202	un	130545	F1	82	2	0.25294	0.00000	0.00000	0.25294	0.00000	0.00000	0.00000	0.00000	C:12;T:70
6202	un	130545	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
6202	un	130545	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;T:10
6281	un	131260	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:82
6281	un	131260	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:82;T:2
6281	un	131260	C	72	2	0.10642	0.00000	0.00000	0.10642	0.00000	0.00000	0.00000	0.00000	C:68;T:4
6281	un	131260	D	76	2	0.05193	0.00000	0.00000	0.05193	0.00000	0.00000	0.00000	0.00000	C:74;T:2
6281	un	131260	E	76	2	0.07684	0.00000	0.00000	0.07684	0.00000	0.00000	0.00000	0.00000	C:73;T:3
6281	un	131260	F1	84	2	0.23035	0.00000	0.00000	0.23035	0.00000	0.00000	0.00000	0.00000	C:73;T:11
6281	un	131260	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
6281	un	131260	G	12	2	0.48485	0.00000	0.00000	0.48485	0.00000	0.00000	0.00000	0.00000	C:8;T:4
6371	un	132010	A	84	2	0.11331	0.00000	0.00000	0.11331	0.00000	0.00000	0.00000	0.00000	A:79;T:5
6371	un	132010	B	82	2	0.13731	0.00000	0.00000	0.13731	0.00000	0.00000	0.00000	0.00000	A:76;T:6
6371	un	132010	C	68	2	0.16330	0.00000	0.00000	0.16330	0.00000	0.00000	0.00000	0.00000	A:62;T:6
6371	un	132010	D	76	2	0.16947	0.00000	0.00000	0.16947	0.00000	0.00000	0.00000	0.00000	A:69;T:7
6371	un	132010	E	76	2	0.23158	0.00000	0.00000	0.23158	0.00000	0.00000	0.00000	0.00000	A:66;T:10
6371	un	132010	F1	88	2	0.30094	0.00000	0.00000	0.30094	0.00000	0.00000	0.00000	0.00000	A:72;T:16
6371	un	132010	F2	28	2	0.13757	0.00000	0.00000	0.13757	0.00000	0.00000	0.00000	0.00000	A:26;T:2
6371	un	132010	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;T:4
6374	un	132734	A	84	2	0.15462	0.00000	0.00000	0.15462	0.00000	0.00000	0.00000	0.00000	A:77;G:7
6374	un	132734	B	84	2	0.13425	0.00000	0.00000	0.13425	0.00000	0.00000	0.00000	0.00000	A:78;G:6
6374	un	132734	C	74	2	0.27545	0.00000	0.00000	0.27545	0.00000	0.00000	0.00000	0.00000	A:62;G:12
6374	un	132734	D	80	2	0.20222	0.00000	0.00000	0.20222	0.00000	0.00000	0.00000	0.00000	A:71;G:9
6374	un	132734	E	76	2	0.19088	0.00000	0.00000	0.19088	0.00000	0.00000	0.00000	0.00000	A:68;G:8
6374	un	132734	F1	84	2	0.24785	0.00000	0.00000	0.24785	0.00000	0.00000	0.00000	0.00000	A:72;G:12
6374	un	132734	F2	30	2	0.23908	0.00000	0.00000	0.23908	0.00000	0.00000	0.00000	0.00000	A:26;G:4
6374	un	132734	G	10	2	0.46667	0.00000	0.00000	0.46667	0.00000	0.00000	0.00000	0.00000	A:7;G:3
6405	un	133475	A	82	2	0.15808	0.00000	0.00000	0.15808	0.00000	0.00000	0.00000	0.00000	A:75;C:7
6405	un	133475	B	84	2	0.09180	0.00000	0.00000	0.09180	0.00000	0.00000	0.00000	0.00000	A:80;C:4
6405	un	133475	C	74	2	0.05331	0.00000	0.00000	0.05331	0.00000	0.00000	0.00000	0.00000	A:72;C:2
6405	un	133475	D	82	2	0.09395	0.00000	0.00000	0.09395	0.00000	0.00000	0.00000	0.00000	A:78;C:4
6405	un	133475	E	80	2	0.16171	0.00000	0.00000	0.16171	0.00000	0.00000	0.00000	0.00000	A:73;C:7
6405	un	133475	F1	92	2	0.02174	0.00000	0.00000	0.02174	0.00000	0.00000	0.00000	0.00000	A:91;C:1
6405	un	133475	F2	30	2	0.18621	0.00000	0.00000	0.18621	0.00000	0.00000	0.00000	0.00000	A:27;C:3
6405	un	133475	G	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:14
6425	un	134196	A	84	2	0.31211	0.00000	0.00000	0.31211	0.00000	0.00000	0.00000	0.00000	C:16;T:68
6425	un	134196	B	80	2	0.32405	0.00000	0.00000	0.32405	0.00000	0.00000	0.00000	0.00000	C:16;T:64
6425	un	134196	C	74	2	0.25657	0.00000	0.00000	0.25657	0.00000	0.00000	0.00000	0.00000	C:11;T:63
6425	un	134196	D	82	2	0.27010	0.00000	0.00000	0.27010	0.00000	0.00000	0.00000	0.00000	C:13;T:69
6425	un	134196	E	80	2	0.22152	0.00000	0.00000	0.22152	0.00000	0.00000	0.00000	0.00000	C:10;T:70
6425	un	134196	F1	92	2	0.37912	0.00000	0.00000	0.37912	0.00000	0.00000	0.00000	0.00000	C:23;T:69
6425	un	134196	F2	30	2	0.23908	0.00000	0.00000	0.23908	0.00000	0.00000	0.00000	0.00000	C:4;T:26
6425	un	134196	G	14	2	0.52747	0.00000	0.00000	0.52747	0.00000	0.00000	0.00000	0.00000	C:6;T:8
6441	un	134955	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
6441	un	134955	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:2;G:82
6441	un	134955	C	72	2	0.08099	0.00000	0.00000	0.08099	0.00000	0.00000	0.00000	0.00000	A:3;G:69
6441	un	134955	D	78	2	0.02564	0.00000	0.00000	0.02564	0.00000	0.00000	0.00000	0.00000	A:1;G:77
6441	un	134955	E	78	2	0.09857	0.00000	0.00000	0.09857	0.00000	0.00000	0.00000	0.00000	A:4;G:74
6441	un	134955	F1	90	2	0.24994	0.00000	0.00000	0.24994	0.00000	0.00000	0.00000	0.00000	A:13;G:77
6441	un	134955	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
6441	un	134955	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;G:10
6444	un	135742	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
6444	un	135742	B	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	G:78;T:2
6444	un	135742	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	G:70;T:4
6444	un	135742	D	78	2	0.02564	0.00000	0.00000	0.02564	0.00000	0.00000	0.00000	0.00000	G:77;T:1
6444	un	135742	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	G:75;T:3
6444	un	135742	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	G:79;T:13
6444	un	135742	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
6444	un	135742	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	G:10;T:4
6449	un	136424	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:84
6449	un	136424	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:2;T:80
6449	un	136424	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:4;T:70
6449	un	136424	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:1;T:81
6449	un	136424	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:3;T:77
6449	un	136424	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	A:13;T:79
6449	un	136424	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
6449	un	136424	G	12	2	0.48485	0.00000	0.00000	0.48485	0.00000	0.00000	0.00000	0.00000	A:4;T:8
6470	un	137190	A	80	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:80
6470	un	137190	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;T:2
6470	un	137190	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;T:4
6470	un	137190	D	76	2	0.05193	0.00000	0.00000	0.05193	0.00000	0.00000	0.00000	0.00000	C:74;T:2
6470	un	137190	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	C:77;T:3
6470	un	137190	F1	82	2	0.23517	0.00000	0.00000	0.23517	0.00000	0.00000	0.00000	0.00000	C:71;T:11
6470	un	137190	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
6470	un	137190	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;T:4
6525	un	137802	A	80	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:80
6525	un	137802	B	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	G:78;T:2
6525	un	137802	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	G:70;T:4
6525	un	137802	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	G:79;T:1
6525	un	137802	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	G:75;T:3
6525	un	137802	F1	84	2	0.26477	0.00000	0.00000	0.26477	0.00000	0.00000	0.00000	0.00000	G:71;T:13
6525	un	137802	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
6525	un	137802	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	G:10;T:4
6619	un	138464	A	82	2	0.48690	0.00000	0.00000	0.48690	0.00000	0.00000	0.00000	0.00000	A:33;T:49
6619	un	138464	B	84	2	0.48766	0.00000	0.00000	0.48766	0.00000	0.00000	0.00000	0.00000	A:34;T:50
6619	un	138464	C	74	2	0.48315	0.00000	0.00000	0.48315	0.00000	0.00000	0.00000	0.00000	A:29;T:45
6619	un	138464	D	80	2	0.49494	0.00000	0.00000	0.49494	0.00000	0.00000	0.00000	0.00000	A:34;T:46
6619	un	138464	E	78	2	0.48518	0.00000	0.00000	0.48518	0.00000	0.00000	0.00000	0.00000	A:47;T:31
6619	un	138464	F1	90	2	0.49338	0.00000	0.00000	0.49338	0.00000	0.00000	0.00000	0.00000	A:52;T:38
6619	un	138464	F2	30	2	0.51494	0.00000	0.00000	0.51494	0.00000	0.00000	0.00000	0.00000	A:16;T:14
6619	un	138464	G	12	2	0.54545	0.00000	0.00000	0.54545	0.00000	0.00000	0.00000	0.00000	A:6;T:6
6642	un	139202	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:82
6642	un	139202	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;G:2
6642	un	139202	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;G:4
6642	un	139202	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:81;G:1
6642	un	139202	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;G:3
6642	un	139202	F1	90	2	0.24994	0.00000	0.00000	0.24994	0.00000	0.00000	0.00000	0.00000	A:77;G:13
6642	un	139202	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
6642	un	139202	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
6650	un	139898	A	84	2	0.13425	0.00000	0.00000	0.13425	0.00000	0.00000	0.00000	0.00000	G:6;T:78
6650	un	139898	B	84	2	0.19363	0.00000	0.00000	0.19363	0.00000	0.00000	0.00000	0.00000	G:9;T:75
6650	un	139898	C	70	2	0.20538	0.00000	0.00000	0.20538	0.00000	0.00000	0.00000	0.00000	G:8;T:62
6650	un	139898	D	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	G:2;T:78
6650	un	139898	E	78	2	0.12155	0.00000	0.00000	0.12155	0.00000	0.00000	0.00000	0.00000	G:5;T:73
6650	un	139898	F1	88	2	0.18574	0.00000	0.00000	0.18574	0.00000	0.00000	0.00000	0.00000	G:9;T:79
6650	un	139898	F2	30	2	0.12874	0.00000	0.00000	0.12874	0.00000	0.00000	0.00000	0.00000	G:2;T:28
6650	un	139898	G	10	2	0.35556	0.00000	0.00000	0.35556	0.00000	0.00000	0.00000	0.00000	G:2;T:8
6656	un	140553	A	80	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:80
6656	un	140553	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;G:2
6656	un	140553	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;G:4
6656	un	140553	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;G:2
6656	un	140553	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:76;G:4
6656	un	140553	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	A:79;G:13
6656	un	140553	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
6656	un	140553	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
6696	un	141300	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:82
6696	un	141300	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:2;T:82
6696	un	141300	C	70	2	0.10932	0.00000	0.00000	0.10932	0.00000	0.00000	0.00000	0.00000	A:4;T:66
6696	un	141300	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	A:1;T:79
6696	un	141300	E	78	2	0.09857	0.00000	0.00000	0.09857	0.00000	0.00000	0.00000	0.00000	A:4;T:74
6696	un	141300	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	A:12;T:80
6696	un	141300	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
6696	un	141300	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;T:10
6727	un	142030	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
6727	un	142030	B	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	C:78;G:2
6727	un	142030	C	72	2	0.10642	0.00000	0.00000	0.10642	0.00000	0.00000	0.00000	0.00000	C:68;G:4
6727	un	142030	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	C:81;G:1
6727	un	142030	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:76;G:4
6727	un	142030	F1	88	2	0.23824	0.00000	0.00000	0.23824	0.00000	0.00000	0.00000	0.00000	C:76;G:12
6727	un	142030	F2	28	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:28
6727	un	142030	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
6763	un	142744	A	80	2	0.46804	0.00000	0.00000	0.46804	0.00000	0.00000	0.00000	0.00000	A:29;T:51
6763	un	142744	B	84	2	0.44980	0.00000	0.00000	0.44980	0.00000	0.00000	0.00000	0.00000	A:28;T:56
6763	un	142744	C	70	2	0.45714	0.00000	0.00000	0.45714	0.00000	0.00000	0.00000	0.00000	A:24;T:46
6763	un	142744	D	80	2	0.44430	0.00000	0.00000	0.44430	0.00000	0.00000	0.00000	0.00000	A:26;T:54
6763	un	142744	E	74	2	0.48315	0.00000	0.00000	0.48315	0.00000	0.00000	0.00000	0.00000	A:29;T:45
6763	un	142744	F1	92	2	0.40994	0.00000	0.00000	0.40994	0.00000	0.00000	0.00000	0.00000	A:26;T:66
6763	un	142744	F2	30	2	0.49655	0.00000	0.00000	0.49655	0.00000	0.00000	0.00000	0.00000	A:12;T:18
6763	un	142744	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;T:10
6792	un	143501	A	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:1;T:81
6792	un	143501	B	82	2	0.07136	0.00000	0.00000	0.07136	0.00000	0.00000	0.00000	0.00000	A:3;T:79
6792	un	143501	C	66	2	0.05967	0.00000	0.00000	0.05967	0.00000	0.00000	0.00000	0.00000	A:2;T:64
6792	un	143501	D	82	2	0.07136	0.00000	0.00000	0.07136	0.00000	0.00000	0.00000	0.00000	A:3;T:79
6792	un	143501	E	80	2	0.11867	0.00000	0.00000	0.11867	0.00000	0.00000	0.00000	0.00000	A:5;T:75
6792	un	143501	F1	86	2	0.29138	0.00000	0.00000	0.29138	0.00000	0.00000	0.00000	0.00000	A:15;T:71
6792	un	143501	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
6792	un	143501	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;T:10
6823	un	144219	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
6823	un	144219	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;C:2
6823	un	144219	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;C:4
6823	un	144219	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;C:2
6823	un	144219	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;C:3
6823	un	144219	F1	90	2	0.24994	0.00000	0.00000	0.24994	0.00000	0.00000	0.00000	0.00000	A:77;C:13
6823	un	144219	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
6823	un	144219	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;C:4
6852	un	144962	A	82	2	0.50497	0.00000	0.00000	0.50497	0.00000	0.00000	0.00000	0.00000	A:39;T:43
6852	un	144962	B	82	2	0.48178	0.00000	0.00000	0.48178	0.00000	0.00000	0.00000	0.00000	A:32;T:50
6852	un	144962	C	72	2	0.43036	0.00000	0.00000	0.43036	0.00000	0.00000	0.00000	0.00000	A:22;T:50
6852	un	144962	D	82	2	0.50136	0.00000	0.00000	0.50136	0.00000	0.00000	0.00000	0.00000	A:45;T:37
6852	un	144962	E	80	2	0.46804	0.00000	0.00000	0.46804	0.00000	0.00000	0.00000	0.00000	A:29;T:51
6852	un	144962	F1	86	2	0.47278	0.00000	0.00000	0.47278	0.00000	0.00000	0.00000	0.00000	A:32;T:54
6852	un	144962	F2	30	2	0.51494	0.00000	0.00000	0.51494	0.00000	0.00000	0.00000	0.00000	A:14;T:16
6852	un	144962	G	12	2	0.40909	0.00000	0.00000	0.40909	0.00000	0.00000	0.00000	0.00000	A:3;T:9
6897	un	145664	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
6897	un	145664	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:2;G:82
6897	un	145664	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:4;G:70
6897	un	145664	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:2;G:80
6897	un	145664	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:3;G:77
6897	un	145664	F1	90	2	0.23371	0.00000	0.00000	0.23371	0.00000	0.00000	0.00000	0.00000	A:12;G:78
6897	un	145664	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
6897	un	145664	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;G:10
6906	un	146394	A	84	2	0.28112	0.00000	0.00000	0.28112	0.00000	0.00000	0.00000	0.00000	G:70;T:14
6906	un	146394	B	78	2	0.38628	0.00000	0.00000	0.38628	0.00000	0.00000	0.00000	0.00000	G:58;T:20
6906	un	146394	C	72	2	0.22183	0.00000	0.00000	0.22183	0.00000	0.00000	0.00000	0.00000	G:63;T:9
